Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Gene Identifier],Comment [Gene Symbol],Comment [Protein Name],Comment [Protein Name Abbreviation],Protein Sequence (aa),UniProt ID,Addgene ID,Experimental Condition [Subcellular Localization],Channels
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,J19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,J20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,J21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,K16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,K17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,K18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,K19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,K20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,K21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,L16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,L17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,L18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,L19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,L20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,L21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,M16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,M17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,M18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,M19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,M20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,M21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,N16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,N17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,N18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,N19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,N20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,N21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,O16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,O17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,O18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,O19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,O20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,P16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,P17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,P18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,P19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,P20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,P21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl75_20140610/Meas_01,A17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,2683,B4GALT1,"beta 1,4-galactosyl-transferase",GalT,1-81',P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,B12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,C12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,D12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,E12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,F12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,G12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,H12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,I12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,J12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,K12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,L12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,M12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,N12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,O12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,P12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,P13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,O13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,N13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,M13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,L13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,K13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,J13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,I13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,H13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,G13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,F13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,E13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,D13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,C13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,B13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,A13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,A14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,B14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,C14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,D14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,E14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,F14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,G14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,H14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,I14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,J14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,K14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,L14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,M14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,N14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,O14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,P14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,P15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,O15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,N15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,M15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,L15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_BIN1_Pl77_20140610/Meas_02,K15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,5868,RAB5,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
