Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Gene Identifier],Comment [Gene Symbol],Comment [Protein Name],Comment [Protein Name Abbreviation],Protein Sequence (aa),UniProt ID,Addgene ID,Experimental Condition [Subcellular Localization],Channels
VAMP_DEG_20131010_ERGIC53/Meas01,O18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131010_ERGIC53/Meas01,O19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131010_ERGIC53/Meas01,P7,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131010_ERGIC53/Meas01,P8,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131010_ERGIC53/Meas01,P9,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131010_ERGIC53/Meas01,P10,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131010_ERGIC53/Meas01,P11,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131010_ERGIC53/Meas01,P12,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131010_ERGIC53/Meas01,P13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131010_ERGIC53/Meas01,P14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131010_ERGIC53/Meas01,P15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131010_ERGIC53/Meas01,P16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,70361,Lman1,ER-Golgi intermediate compartment 53kDa,ERGIC53,1-517,Q9D0F3,134859,ER-Golgi intermediate compartment,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,B10,Mus musculus,NCBITaxon,NCBITaxon_10100,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,B11,Mus musculus,NCBITaxon,NCBITaxon_10101,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,B12,Mus musculus,NCBITaxon,NCBITaxon_10102,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,B13,Mus musculus,NCBITaxon,NCBITaxon_10103,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,B14,Mus musculus,NCBITaxon,NCBITaxon_10104,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,B15,Mus musculus,NCBITaxon,NCBITaxon_10105,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,B16,Mus musculus,NCBITaxon,NCBITaxon_10106,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,B9,Mus musculus,NCBITaxon,NCBITaxon_10107,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,C10,Mus musculus,NCBITaxon,NCBITaxon_10108,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,C11,Mus musculus,NCBITaxon,NCBITaxon_10109,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,C12,Mus musculus,NCBITaxon,NCBITaxon_10110,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,C13,Mus musculus,NCBITaxon,NCBITaxon_10111,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,C14,Mus musculus,NCBITaxon,NCBITaxon_10112,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,C15,Mus musculus,NCBITaxon,NCBITaxon_10113,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,C16,Mus musculus,NCBITaxon,NCBITaxon_10114,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,C9,Mus musculus,NCBITaxon,NCBITaxon_10115,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,D10,Mus musculus,NCBITaxon,NCBITaxon_10116,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,D11,Mus musculus,NCBITaxon,NCBITaxon_10117,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,D12,Mus musculus,NCBITaxon,NCBITaxon_10118,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,D13,Mus musculus,NCBITaxon,NCBITaxon_10119,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,D14,Mus musculus,NCBITaxon,NCBITaxon_10120,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,D15,Mus musculus,NCBITaxon,NCBITaxon_10121,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,D16,Mus musculus,NCBITaxon,NCBITaxon_10122,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,D9,Mus musculus,NCBITaxon,NCBITaxon_10123,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,E10,Mus musculus,NCBITaxon,NCBITaxon_10124,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,E11,Mus musculus,NCBITaxon,NCBITaxon_10125,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,E12,Mus musculus,NCBITaxon,NCBITaxon_10126,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,E13,Mus musculus,NCBITaxon,NCBITaxon_10127,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,E14,Mus musculus,NCBITaxon,NCBITaxon_10128,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,E15,Mus musculus,NCBITaxon,NCBITaxon_10129,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,E16,Mus musculus,NCBITaxon,NCBITaxon_10130,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,E9,Mus musculus,NCBITaxon,NCBITaxon_10131,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,F10,Mus musculus,NCBITaxon,NCBITaxon_10132,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,F11,Mus musculus,NCBITaxon,NCBITaxon_10133,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,F12,Mus musculus,NCBITaxon,NCBITaxon_10134,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,F13,Mus musculus,NCBITaxon,NCBITaxon_10135,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,F14,Mus musculus,NCBITaxon,NCBITaxon_10136,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,F15,Mus musculus,NCBITaxon,NCBITaxon_10137,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,F16,Mus musculus,NCBITaxon,NCBITaxon_10138,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,F9,Mus musculus,NCBITaxon,NCBITaxon_10139,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,G10,Mus musculus,NCBITaxon,NCBITaxon_10140,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,G11,Mus musculus,NCBITaxon,NCBITaxon_10141,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,G12,Mus musculus,NCBITaxon,NCBITaxon_10142,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,G13,Mus musculus,NCBITaxon,NCBITaxon_10143,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,G14,Mus musculus,NCBITaxon,NCBITaxon_10144,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,G15,Mus musculus,NCBITaxon,NCBITaxon_10145,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,G16,Mus musculus,NCBITaxon,NCBITaxon_10146,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,G9,Mus musculus,NCBITaxon,NCBITaxon_10147,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,H10,Mus musculus,NCBITaxon,NCBITaxon_10148,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,H11,Mus musculus,NCBITaxon,NCBITaxon_10149,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,H12,Mus musculus,NCBITaxon,NCBITaxon_10150,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,H13,Mus musculus,NCBITaxon,NCBITaxon_10151,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,H14,Mus musculus,NCBITaxon,NCBITaxon_10152,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,H15,Mus musculus,NCBITaxon,NCBITaxon_10153,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,H16,Mus musculus,NCBITaxon,NCBITaxon_10154,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,H9,Mus musculus,NCBITaxon,NCBITaxon_10155,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,I10,Mus musculus,NCBITaxon,NCBITaxon_10156,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,I11,Mus musculus,NCBITaxon,NCBITaxon_10157,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,I12,Mus musculus,NCBITaxon,NCBITaxon_10158,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,I13,Mus musculus,NCBITaxon,NCBITaxon_10159,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,I14,Mus musculus,NCBITaxon,NCBITaxon_10160,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,I15,Mus musculus,NCBITaxon,NCBITaxon_10161,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,I16,Mus musculus,NCBITaxon,NCBITaxon_10162,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,I9,Mus musculus,NCBITaxon,NCBITaxon_10163,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,J10,Mus musculus,NCBITaxon,NCBITaxon_10164,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,J11,Mus musculus,NCBITaxon,NCBITaxon_10165,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,J12,Mus musculus,NCBITaxon,NCBITaxon_10166,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,J13,Mus musculus,NCBITaxon,NCBITaxon_10167,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,J14,Mus musculus,NCBITaxon,NCBITaxon_10168,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,J15,Mus musculus,NCBITaxon,NCBITaxon_10169,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,J16,Mus musculus,NCBITaxon,NCBITaxon_10170,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_20131023/Meas_02,J9,Mus musculus,NCBITaxon,NCBITaxon_10171,NMuMG,CLO,CLO_0008186,9791,PTDSS1,Phosphatidylserine synthase-1,PTDSS1,1-473,Q99LH2,134667,"mitochondria-associated ER-membrane, endoplasmic reticulum","EGFP (protein of interest), DRAQ5 (DNA)"
