Plate	Well	Well Number	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line or Strain]	Term Source 2 REF	Term Source 2 Accession	Protein	Abbreviation	Protein sequence (aa)	UniProt	Addgene ID	Subcellular	Reagent Design Gene Annotation Build	Gene Identifier	Gene Symbol	Analysis Gene Annotation Build	Gene Annotation Comments	Control Type	Control Comments	Quality Control	Quality Control Comments	Channels	Comments
VAMP_DEG_BIN1_PL66_20140401__Meas_01	K7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	L7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	M7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	N7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	O7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	P7		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	I8		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	J8		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	K8		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	L8		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	M8		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	N8		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	O8		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	P8		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	J2		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	K2		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	L2		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	M2		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	N2		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	O2		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	P2		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	I2		Mus musculus			NMuMG			Lamin A	LaminA	1-690	P02545	134867	nuclear envelope										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	P10		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	O10		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	N10		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	M10		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	L10		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	K10		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	J10		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	I10		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	I3		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	J3		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	K3		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	L3		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	M3		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	N3		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	O3		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL66_20140401__Meas_01	P3		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL70_20140422__Meas_01	A17		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL70_20140422__Meas_01	B17		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL70_20140422__Meas_01	C17		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL70_20140422__Meas_01	D17		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL70_20140422__Meas_01	E17		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL70_20140422__Meas_01	F17		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL70_20140422__Meas_01	G17		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL70_20140422__Meas_01	H17		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	I17		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	J17		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	K17		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	L17		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	M17		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	N17		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	O17		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	P17		Mus musculus			NMuMG			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	I15		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	J15		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	K15		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	L15		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	M15		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	N15		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	O15		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL72_20140506__Meas_01	P15		Mus musculus			NMuMG			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	P14		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	O14		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	N14		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	M14		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	L14		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	K14		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	J14		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	I14		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	I15		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	J15		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	K15		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	L15		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	M15		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	N15		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	O15		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	P15		Mus musculus			NMuMG			ER-Golgi intermediate compartment 53kDa	ERGIC53	1-517	Q9D0F3	134859	ER-Golgi intermediate compartment										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	J13		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	K13		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	L13		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	M13		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	N13		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	O13		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	P13		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	I13		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	I19		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	J19		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	K19		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	L19		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	M19		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	N19		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	O13		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	P13		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	P20		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	O20		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	N20		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	M20		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	L20		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	K20		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	J20		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	I20		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	I21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	J21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	K21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	L21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	M21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	N21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	O21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	P21		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	P22		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	O22		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	N22		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	M22		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	L22		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	K22		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	J22		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	I22		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	I23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	J23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	K23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	L23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
VAMP_DEG_BIN1_PL73_20140527__Meas_01	M23		Mus musculus			NMuMG			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome										"EGFP (protein of interest), DRAQ5 (DNA)"	
